,denial,adversary,esca_scaled,MA_scaled,GovTrust,NewsTrust,IntTrust,NC_scaled,Military.Service,Read.FP,reputation_scaled,ambiguity,insulting,war,airstrike,sanctions,diplomacy,age,male,hhi,white,black,education,republican,democrat
401,0,1,81.36441693,1.793581818,4,3,4,0.361114103,0,4,50.80017324,3,4,3,4,5,5,54,0,14,1,0,7,0,1
402,1,1,81.36441693,2.57615536,1,1,2,0.361114103,0,5,50.15894773,3,5,3,4,5,5,68,1,24,1,0,6,1,0
403,1,1,68.58283111,0.700151047,3,3,3,0.026164965,0,3,58.51967812,3,5,3,4,4,4,42,0,12,0,1,7,0,0
404,1,1,55.69797478,0.700151047,3,3,4,-0.061519851,1,4,8.519678118,3,1,3,4,2,4,53,1,16,0,1,4,0,1
405,0,1,0,-1.77674346,2,1,2,0.361114103,0,1,66.55707846,4,4,1,1,1,1,65,0,13,1,0,7,1,0
406,0,1,93.58283111,0.946421336,5,5,3,-0.396468989,0,3,50.31789547,4,5,4,5,5,5,46,0,19,1,0,3,1,0
407,1,1,62.80684509,-0.211596374,2,2,4,-0.061519851,0,3,25,4,4,2,3,5,4,49,0,5,1,0,4,0,1
408,1,1,32.00559979,-0.147009435,1,1,2,0.696063241,0,3,25.15894773,3,4,1,1,4,3,29,1,8,1,0,2,0,0
409,0,1,44.78718561,0.881834396,2,2,2,-0.061519851,0,2,42.28049513,4,4,1,1,5,4,65,0,12,1,0,3,0,0
410,0,1,74.33132445,1.728994878,3,2,2,0.361114103,0,4,100,4,5,1,5,5,5,56,0,9,1,0,6,0,0
411,1,1,81.36441693,1.011008275,2,1,2,0.361114103,0,4,100,3,5,3,4,5,5,66,0,19,1,0,4,0,0
412,1,1,25.56317163,-4.339049168,1,1,3,-0.484153805,0,3,33.1195915,3,2,1,1,3,3,35,0,7,1,0,5,0,0
413,0,1,75.56317163,1.793581818,3,2,2,0.696063241,0,5,100,4,5,3,3,5,5,45,0,5,1,0,6,0,0
414,0,1,56.92758855,-2.87017423,4,1,4,0.026164965,0,5,83.36073039,3,1,1,2,5,5,61,1,2,1,0,4,0,1
415,1,1,19.22401398,-3.181031458,1,2,2,-0.061519851,0,3,25,3,2,1,1,3,2,18,0,5,1,0,4,0,0
416,0,1,74.33132445,0.796423194,3,3,2,0.361114103,0,3,83.1195915,4,3,1,5,5,5,50,0,23,1,0,6,1,0
417,1,1,37.70357457,-0.929582978,2,1,2,0.026164965,0,3,58.36073039,3,3,1,2,3,4,52,0,14,1,0,6,0,0
418,1,1,37.80684509,-4.339049168,1,1,4,-1.154052081,0,5,25.40008662,3,2,1,2,4,3,48,0,6,0,0,3,0,1
419,1,1,62.16566223,-1.058756856,4,2,3,0.361114103,0,3,0,3,4,2,4,4,4,66,0,20,0,1,2,0,1
420,0,1,62.72883385,-1.77674346,5,4,4,0.696063241,0,4,50.24113889,4,1,1,3,5,5,63,0,13,0,1,5,0,1
421,1,1,48.87365674,1.41813765,2,2,1,0.696063241,0,1,100,3,2,5,5,1,1,27,1,7,1,0,2,0,0
422,0,1,74.54009889,-0.147009435,3,3,3,0.11384978,0,1,83.76081701,4,2,5,5,4,2,46,0,1,0,0,2,0,0
423,1,1,87.16566223,0.700151047,4,4,4,0.361114103,0,4,91.8804085,3,5,3,5,5,5,54,0,9,1,0,2,1,0
424,1,1,50.58843091,0.946421336,4,4,4,-0.731418127,0,4,66.72146077,3,3,1,2,5,4,34,1,22,1,0,6,0,1
425,0,1,87.16566223,1.728994878,2,1,1,-0.061519851,0,5,100,4,4,3,5,5,5,75,0,20,1,0,2,1,0
426,1,1,68.66084235,2.019027844,2,1,2,-0.061519851,0,1,67.28049513,3,4,4,4,4,3,31,0,12,1,0,3,1,0
427,0,1,25.45990111,1.793581818,4,2,4,-0.396468989,0,5,0,4,2,1,1,2,4,23,1,9,1,0,4,0,1
428,0,1,87.78158581,0.635564108,1,2,2,0.361114103,0,3,83.76081701,3,4,4,4,5,5,40,0,1,1,0,6,1,0
429,1,1,31.44242817,-0.683312689,2,2,2,-0.396468989,0,4,50.40008662,3,4,2,2,3,2,37,1,4,1,0,4,1,0
430,0,1,62.16566223,1.48272459,3,2,3,0.026164965,0,2,58.51967812,3,3,2,4,4,4,47,0,9,1,0,5,1,0
431,1,1,37.16566223,-0.994169917,3,1,3,0.361114103,0,4,33.51967812,3,3,1,3,3,3,65,0,18,1,0,4,0,1
432,0,1,100,3.112458614,4,4,3,0.361114103,0,5,100,4,5,5,5,5,5,57,0,3,0,0,2,0,1
433,0,1,69.14600274,-0.864996039,2,2,4,-0.396468989,0,3,58.91976474,3,5,2,3,5,5,55,0,5,1,0,5,0,1
434,0,1,62.78158581,0.453880758,2,1,3,-0.061519851,0,2,83.36073039,3,4,3,3,4,4,28,0,3,1,0,2,1,0
435,0,1,56.92758855,0.570977168,3,1,2,-0.061519851,0,3,25.15894773,4,4,1,2,5,5,81,0,4,1,0,4,1,0
436,1,1,69.1987547,1.41813765,3,4,2,-0.061519851,0,1,50,4,3,4,3,4,4,61,0,16,1,0,3,1,0
437,0,1,62.78158581,0.635564108,3,3,4,-0.396468989,NA,4,91.63926961,4,4,3,3,4,4,26,0,9,0,0,2,0,0
438,1,1,31.90232928,1.793581818,2,1,4,0.696063241,1,5,25.40008662,3,3,1,1,3,4,18,1,14,1,0,2,1,0
439,1,1,62.24367347,-0.929582978,2,1,2,0.361114103,0,2,58.36073039,3,4,3,4,4,3,34,0,2,1,0,4,1,0
440,1,1,69.12074346,3.423315842,4,4,4,0.361114103,0,4,91.63926961,3,4,3,3,4,5,67,1,7,1,0,3,0,0
441,0,1,74.94724804,-1.77674346,4,3,2,-0.731418127,0,5,50,3,4,2,4,5,5,41,0,23,1,0,7,0,1
442,1,1,31.33915765,-1.77674346,2,2,4,-0.061519851,0,3,33.27853923,3,3,2,2,2,3,24,0,8,1,0,6,0,1
443,1,1,68.53007915,-0.211596374,3,4,3,-0.396468989,0,4,67.03935624,3,4,1,4,5,5,57,0,21,1,0,6,0,1
444,1,1,62.80684509,-2.087600688,2,2,2,-0.396468989,0,2,0,3,4,2,3,5,4,47,0,4,1,0,2,0,0
445,0,1,56.31389837,0.099260854,2,1,2,-0.396468989,0,3,58.36073039,4,4,4,3,2,4,39,0,7,1,0,5,1,0
446,0,1,12.78158581,-1.551297434,2,1,3,-0.731418127,0,4,16.8804085,3,1,1,1,2,2,20,0,1,1,0,4,0,1
447,0,1,51.12634326,-4.02819194,2,1,1,-1.154052081,0,1,75,4,1,1,1,5,5,25,1,3,1,0,4,0,0
448,1,1,37.16566223,-2.398457916,3,3,2,0.026164965,0,4,0,3,2,1,3,3,3,66,0,5,1,0,2,0,1
449,0,1,100,-1.465886232,2,2,4,-0.061519851,0,5,100,4,5,5,5,5,5,62,0,9,1,0,4,0,1
450,0,1,62.78158581,1.011008275,2,2,4,-0.484153805,0,3,66.8804085,4,3,3,3,4,4,30,1,21,0,1,6,0,1
451,0,1,87.24367347,-0.211596374,4,4,4,0.361114103,0,4,100,4,4,4,5,5,4,66,0,6,1,0,6,0,0
452,1,1,68.50481987,-0.017835557,2,5,4,0.696063241,0,4,83.51967812,3,5,2,4,4,5,60,0,17,1,0,5,1,0
453,0,1,49.94724804,-2.087600688,2,2,4,-0.731418127,0,5,17.03935624,3,3,1,3,4,4,68,0,5,1,0,5,0,1
454,1,1,56.38967621,-3.406477484,2,1,3,-1.154052081,0,3,50,3,2,1,3,5,4,31,1,5,1,0,2,1,0
455,0,1,87.75632653,1.547311529,2,2,2,-0.484153805,0,2,83.1195915,4,3,5,4,4,5,25,0,9,0,0,2,0,0
456,1,1,69.14600274,-0.994169917,2,2,2,-0.396468989,0,4,66.8804085,3,4,2,3,5,5,73,0,11,1,0,2,0,1
457,1,1,37.70357457,-0.147009435,2,1,3,-0.396468989,0,4,33.51967812,2,3,1,2,3,4,42,1,20,1,0,6,0,1
458,1,1,37.80684509,1.954440904,1,1,4,-0.484153805,0,3,41.63926961,3,4,1,2,4,3,60,0,9,1,0,5,1,0
459,1,1,38.44802796,-1.305027145,2,3,4,-0.061519851,0,4,24.35877449,3,2,1,1,5,3,23,1,1,0,0,4,0,0
460,1,1,50.56317163,-0.211596374,2,3,4,-0.396468989,0,3,66.8804085,3,3,2,2,4,4,42,0,19,1,0,4,0,1
461,0,1,56.38967621,0.635564108,4,4,1,0.696063241,0,5,8.519678118,3,3,1,3,5,4,70,1,6,1,0,4,0,1
462,1,1,75.53791235,3.112458614,2,3,3,-0.061519851,0,3,66.48032188,3,4,4,3,4,5,62,0,3,1,0,5,1,0
463,1,1,43.50481987,1.48272459,4,2,3,-0.061519851,0,1,58.51967812,3,1,1,3,3,4,52,0,17,1,0,5,0,1
464,0,1,NA,3.112458614,2,1,2,0.026164965,1,4,100,4,5,NA,5,NA,NA,57,1,19,1,0,6,1,0
465,1,1,50.58843091,-1.615884373,3,3,2,0.361114103,0,4,33.51967812,3,4,1,2,5,4,68,0,19,1,0,7,0,1
466,0,1,74.94724804,0.570977168,4,3,4,0.026164965,0,3,33.91976474,3,4,2,4,5,5,61,0,24,1,0,8,1,0
467,0,1,43.60809039,1.48272459,3,1,3,0.026164965,0,2,50,4,4,1,3,4,3,48,0,18,1,0,6,1,0
468,0,1,37.75632653,0.946421336,4,3,3,-0.484153805,0,4,58.51967812,3,3,3,2,2,3,29,1,9,0,1,6,0,1
469,0,1,24.97474072,-0.211596374,5,4,4,-0.149204666,1,3,58.76081701,4,5,3,2,1,2,33,1,13,1,0,8,0,1
470,0,1,69.12074346,1.793581818,2,2,4,0.361114103,0,4,0,3,3,3,3,4,5,24,1,5,1,0,4,1,0
471,1,1,31.90232928,0.078436591,4,2,4,0.361114103,0,5,25.40008662,3,3,1,1,3,4,56,0,14,1,0,4,1,0
472,0,1,100,3.423315842,3,3,4,1.118697195,0,3,91.8804085,4,5,5,5,5,5,25,1,10,1,0,2,1,0
473,0,1,74.94724804,3.112458614,3,1,2,0.026164965,0,4,100,4,4,2,4,5,5,71,0,1,1,0,2,1,0
474,1,1,57.54351214,-1.77674346,4,4,4,0.026164965,0,4,16.8804085,3,5,2,1,5,5,54,0,5,1,0,4,0,1
475,1,1,74.94724804,0.228434732,4,4,4,-0.396468989,1,4,66.48032188,3,2,2,4,5,5,49,1,17,1,0,5,0,1
476,1,1,44.14600274,-0.83331083,2,4,4,0.026164965,1,3,66.48032188,3,3,1,2,4,4,87,1,20,1,0,7,1,0
477,1,1,80.74849334,1.48272459,2,1,2,-0.396468989,0,4,67.03935624,3,4,2,5,5,5,65,0,3,1,0,4,1,0
478,0,1,80.74849334,1.793581818,4,4,4,-0.061519851,0,1,58.51967812,4,2,2,5,5,5,49,0,2,0,1,3,0,1
479,0,1,56.92758855,0.635564108,5,4,4,0.361114103,0,4,75.40008662,4,4,1,2,5,5,65,0,18,1,0,6,0,1
480,1,1,0,-0.211596374,5,5,4,-0.396468989,0,4,66.48032188,3,5,1,1,1,1,66,0,2,1,0,2,0,1
481,1,1,63.34475744,-1.77674346,2,2,4,-0.819102943,0,5,41.8804085,3,1,2,2,5,5,72,0,21,1,0,5,0,1
482,1,1,0,-4.339049168,1,1,3,-0.149204666,0,4,0,1,1,1,1,1,1,75,1,8,0,1,4,0,1
483,1,1,12.88485633,0.861010134,2,1,4,0.361114103,0,1,0,2,3,1,1,3,1,54,0,1,1,0,2,0,0
484,0,1,67.88889629,0.635564108,4,4,3,0.361114103,0,4,83.51967812,4,3,1,5,4,5,38,1,12,1,0,4,1,0
485,0,1,56.92758855,0.881834396,3,2,3,0.783748057,0,4,25.40008662,4,4,1,2,5,5,73,0,3,1,0,2,1,0
486,1,1,74.94724804,1.41813765,4,3,4,0.361114103,0,4,58.91976474,3,4,2,4,5,5,60,1,19,1,0,6,1,0
487,0,1,44.68391509,-4.02819194,3,2,4,-1.154052081,0,4,66.8804085,4,4,1,1,4,5,21,0,1,1,0,6,0,1
488,1,1,62.72883385,0.946421336,4,4,4,-0.061519851,0,5,17.03935624,3,4,1,3,5,5,76,1,3,0,1,8,0,1
489,0,1,50,-0.747899628,4,3,4,-0.061519851,0,3,0,3,3,3,3,3,3,39,0,1,0,0,6,0,1
490,1,1,25.56317163,-1.305027145,3,3,4,0.696063241,0,2,33.51967812,3,1,1,1,3,3,71,0,7,1,0,3,0,1
491,0,1,50,1.48272459,3,2,3,0.361114103,0,4,50,4,2,3,3,3,3,57,0,5,1,0,6,1,0
492,0,1,44.68391509,-0.082422496,4,2,5,0.026164965,0,3,75,4,2,1,1,4,5,23,0,5,1,0,5,0,1
493,0,1,68.14818928,3.423315842,4,1,3,0.361114103,0,3,75.15894773,4,4,3,5,5,2,66,0,5,1,0,1,1,0
494,1,1,63.34475744,1.48272459,2,1,3,-0.396468989,0,5,58.67862585,3,3,2,2,5,5,37,1,23,1,0,6,0,0
495,1,1,25,3.112458614,1,1,4,-0.061519851,0,4,25,2,1,2,2,2,2,43,1,21,1,0,4,1,0
496,0,1,80.74849334,0.635564108,5,5,3,0.361114103,0,5,66.8804085,4,3,2,5,5,5,72,0,16,1,0,7,0,1
497,0,1,100,3.423315842,4,4,4,0.361114103,NA,NA,100,4,5,5,5,5,5,52,0,1,1,0,4,0,1
498,1,1,56.92758855,-0.211596374,4,4,4,0.361114103,1,5,8.519678118,3,4,1,2,5,5,74,0,14,1,0,4,0,1
499,0,1,81.36441693,1.48272459,3,2,2,0.361114103,0,3,41.79821735,3,2,3,4,5,5,60,0,5,0,0,4,1,0
500,1,1,93.58283111,0.635564108,3,2,3,0.026164965,0,3,83.51967812,3,4,4,5,5,5,56,0,16,1,0,4,1,0
501,0,1,69.14600274,-0.457866663,3,3,3,0.361114103,0,5,16.8804085,3,2,2,3,5,5,27,0,17,0,0,6,0,0
502,1,1,18.58283111,-1.680471312,2,2,1,0.273429287,0,4,0,3,5,1,2,2,2,72,0,9,1,0,7,0,1
503,1,1,75.56317163,2.57615536,1,1,2,-0.061519851,0,5,75,3,4,3,3,5,5,39,1,6,1,0,5,1,0
504,1,1,25,3.112458614,1,1,2,0.783748057,1,2,8.519678118,3,3,2,2,2,2,57,0,15,1,0,4,1,0
505,0,1,62.70357457,1.48272459,2,1,3,-0.061519851,NA,2,25.24113889,3,4,2,3,4,5,41,1,14,1,0,6,1,0
506,1,1,68.84212411,1.011008275,4,4,1,0.361114103,0,3,67.03935624,4,5,5,4,5,1,59,0,3,0,1,4,0,1
507,0,1,62.08765099,0.635564108,2,3,4,-0.396468989,0,5,75.24113889,4,3,1,4,4,5,39,1,11,0,0,6,0,1
508,1,1,93.55757183,0.881834396,5,4,5,-0.149204666,1,5,25.24113889,4,5,5,5,4,5,42,0,24,1,0,7,0,1
509,0,1,81.36441693,-0.147009435,2,2,2,0.361114103,0,2,17.03935624,4,1,3,4,5,5,73,1,9,1,0,7,1,0
510,0,1,62.16566223,1.48272459,3,2,4,0.026164965,0,4,100,4,1,2,4,4,4,27,1,2,1,0,2,1,0
511,1,1,44.14600274,1.48272459,2,2,4,0.361114103,0,1,59.0019559,3,4,1,2,4,4,67,0,4,1,0,1,0,0
512,1,1,0,-3.491888686,1,1,4,-1.154052081,0,3,25.55903436,1,3,1,1,1,1,27,0,2,0,0,1,0,0
513,1,1,0,-3.717334712,4,3,2,-0.061519851,0,3,24.75886111,2,1,1,1,1,1,63,0,1,0,0,3,1,0
514,0,1,93.58283111,0.635564108,4,3,3,0.696063241,0,1,50,4,3,4,5,5,5,40,1,1,0,0,6,0,0
515,0,1,50.58843091,-3.406477484,2,1,4,-0.819102943,0,3,67.03935624,4,5,1,2,5,4,57,0,21,0,1,6,0,1
516,0,1,68.58283111,1.48272459,2,2,3,-0.061519851,0,4,58.51967812,3,4,3,4,4,4,41,1,20,1,0,6,1,0
517,0,1,87.78158581,2.57615536,2,2,2,0.361114103,0,4,83.76081701,4,4,4,4,5,5,71,1,5,1,0,5,1,0
518,1,1,68.53007915,-0.147009435,3,3,3,0.696063241,0,3,50.80017324,3,3,1,4,5,5,67,1,20,1,0,5,1,0
519,0,1,30.72323406,0.635564108,2,2,3,-0.396468989,0,1,66.48032188,4,3,1,3,2,3,39,0,10,0,0,3,1,0
520,0,1,37.60030406,-3.181031458,2,2,2,-0.396468989,0,5,8.519678118,3,3,1,2,2,5,50,0,8,1,0,7,1,0
521,1,1,68.58283111,-0.768723891,4,3,3,0.361114103,0,3,50,3,3,3,4,4,4,30,0,4,1,0,2,1,0
522,1,1,43.60809039,0.32470688,2,1,2,-0.061519851,0,3,33.27853923,3,2,1,3,4,3,52,0,20,0,0,6,0,1
523,1,1,62.78158581,0.635564108,3,2,3,0.361114103,1,4,25.24113889,3,3,3,3,4,4,29,1,21,0,0,7,1,0
524,0,1,87.16566223,-0.994169917,3,3,4,0.696063241,1,5,17.03935624,1,5,3,5,5,5,65,1,3,0,0,2,0,1
525,1,1,12.6783153,-4.339049168,1,1,4,-1.154052081,0,5,0,2,1,1,1,1,3,26,1,16,1,0,6,0,0
526,0,1,49.92198876,-0.683312689,3,1,3,-0.061519851,0,4,41.48032188,4,5,2,3,3,4,28,0,17,1,0,5,1,0
527,0,1,62.70357457,-0.082422496,4,4,5,0.026164965,0,4,42.12154739,3,2,2,3,4,5,23,1,19,1,0,4,0,0
528,0,1,75,-0.929582978,3,2,2,0.361114103,0,4,41.8804085,3,4,4,4,4,4,67,1,6,0,0,5,0,1
529,1,1,37.80684509,-1.615884373,2,2,3,-0.061519851,0,4,58.51967812,3,4,1,2,4,3,28,1,6,1,0,6,0,1
530,1,1,12.78158581,-2.023013748,2,2,2,-0.396468989,0,3,83.76081701,3,3,1,1,2,2,35,0,9,1,0,4,1,0
531,0,1,55.74849334,-2.559317002,4,4,4,-0.396468989,0,3,33.91976474,3,2,1,4,4,4,22,0,2,1,0,6,0,1
532,1,1,50,-0.457866663,3,3,3,-0.396468989,0,3,50,3,3,3,3,3,3,21,0,6,1,0,5,0,1
533,1,1,63.34475744,2.265298132,3,4,1,0.361114103,1,5,75.40008662,3,5,2,2,5,5,71,1,9,1,0,4,1,0
534,0,1,68.53007915,1.643583676,2,1,2,0.026164965,0,5,100,4,4,1,4,5,5,73,1,9,1,0,6,1,0
535,1,1,31.90232928,-0.929582978,2,2,3,0.026164965,0,3,49.84105227,3,3,1,1,3,4,20,0,3,1,0,4,1,0
536,0,1,87.16566223,-0.147009435,4,4,3,0.361114103,0,5,83.51967812,4,5,3,5,5,5,71,0,9,1,0,4,0,1
537,1,1,38.34475744,-0.211596374,4,4,3,0.026164965,0,3,49.75886111,3,2,1,1,4,4,73,0,5,1,0,7,0,1
538,1,1,31.36441693,-4.02819194,2,1,3,-1.154052081,0,2,25,3,1,1,2,3,3,40,0,19,0,0,6,0,1
539,0,1,62.34694398,0.700151047,3,2,2,0.026164965,1,3,8.519678118,4,1,3,4,5,2,30,0,6,1,0,2,1,0
540,1,1,50.48516039,0.099260854,4,2,2,-0.396468989,0,4,33.51967812,3,3,1,2,4,5,44,0,7,1,0,6,0,0
541,0,1,62.16566223,-0.211596374,2,1,2,-0.061519851,0,3,75.24113889,4,3,2,4,4,4,27,0,6,0,1,5,0,1
542,1,1,12.6783153,-2.709315144,2,2,3,0.361114103,0,4,66.23918299,1,1,1,1,1,3,44,0,1,0,0,2,0,1
543,0,1,0,-4.339049168,1,2,2,-1.154052081,0,3,41.8804085,4,1,1,1,1,1,28,0,9,1,0,6,0,1
544,1,1,50,-0.457866663,3,3,3,0.448798918,0,1,50,2,2,3,3,3,3,44,0,1,1,0,1,0,0
545,0,1,51.12634326,-4.339049168,2,2,2,-1.154052081,0,4,50.40008662,4,4,1,1,5,5,73,0,5,1,0,6,0,1
546,0,1,93.58283111,2.329885071,3,1,5,-0.396468989,0,4,67.03935624,4,3,4,5,5,5,64,1,6,1,0,3,1,0
547,0,1,69.12074346,0.635564108,3,2,4,0.026164965,0,4,83.76081701,3,3,3,3,4,5,27,1,14,1,0,4,0,0
548,1,1,50,-0.994169917,3,3,4,0.026164965,0,5,16.63926961,3,4,3,3,3,3,68,0,5,1,0,7,0,1
549,1,1,31.46768745,0.570977168,2,3,2,-0.396468989,1,1,25.40008662,3,2,1,2,4,2,55,0,11,0,1,7,0,1
550,0,1,62.72883385,-0.522453602,3,3,2,-0.396468989,0,3,42.43944286,4,5,1,3,5,5,71,1,14,1,0,6,0,1
551,0,1,81.33915765,3.423315842,5,5,4,0.783748057,0,2,67.52163401,4,2,4,4,4,5,62,0,5,1,0,2,0,1
552,1,1,69.14600274,-0.994169917,3,3,4,-0.819102943,0,5,58.76081701,3,5,2,3,5,5,72,0,2,1,0,2,0,1
553,1,1,0,0.570977168,3,2,2,0.026164965,1,5,41.8804085,3,4,1,1,1,1,82,1,20,1,0,7,1,0
554,0,1,69.14600274,1.41813765,4,4,4,0.361114103,0,5,0,4,2,2,3,5,5,68,0,4,1,0,7,0,1
555,1,1,31.90232928,2.640742299,1,1,2,0.026164965,0,4,58.36073039,3,3,1,1,3,4,69,0,7,1,0,6,1,0
556,0,1,81.36441693,-0.147009435,3,2,2,0.361114103,0,4,66.8804085,4,4,3,4,5,5,58,0,13,1,0,5,0,1
557,0,1,74.38407641,-2.623903942,3,2,2,0.361114103,0,4,67.03935624,4,4,3,5,4,4,49,1,2,1,0,2,0,0
558,0,1,50,1.48272459,2,1,3,0.696063241,0,3,33.51967812,4,4,3,3,3,3,42,0,20,1,0,4,1,0
559,1,1,62.08765099,0.861010134,2,2,2,0.361114103,1,4,0,3,2,1,4,4,5,76,1,11,1,0,6,1,0
560,1,1,37.21841419,-0.211596374,3,4,3,0.273429287,0,2,66.39813073,2,2,3,3,2,2,20,0,1,0,1,2,0,1
561,1,1,44.14600274,-1.77674346,3,4,4,0.026164965,0,1,33.1195915,3,3,1,2,4,4,50,1,17,1,0,6,0,1
562,0,1,44.68391509,1.48272459,4,4,3,0.361114103,0,4,8.519678118,4,2,1,1,4,5,58,0,13,0,0,7,0,1
563,1,1,38.34475744,0.700151047,4,2,3,0.026164965,0,3,25,3,2,1,1,4,4,56,0,5,1,0,6,1,0
564,1,1,0,-3.491888686,2,2,3,0.026164965,0,3,0,2,1,1,1,1,1,38,1,3,0,0,6,0,0
565,0,1,93.58283111,2.265298132,2,2,2,0.273429287,0,3,100,4,5,4,5,5,5,51,0,5,0,0,2,1,0
566,0,1,62.72883385,2.265298132,4,4,3,0.361114103,0,3,42.43944286,4,5,1,3,5,5,67,1,6,1,0,6,0,1
567,0,1,63.34475744,-0.522453602,3,3,2,-0.061519851,0,4,50,4,4,2,2,5,5,61,0,8,1,0,6,0,1
568,0,1,75,-0.211596374,4,4,2,-0.061519851,0,4,50,3,3,4,4,4,4,61,1,4,1,0,2,0,1
569,1,1,93.58283111,3.423315842,1,1,1,-0.061519851,0,5,100,3,4,4,5,5,5,69,1,18,1,0,8,1,0
570,1,1,36.65524256,3.423315842,4,2,4,0.783748057,1,4,33.76081701,3,1,4,4,1,1,60,0,12,1,0,3,1,0
571,1,1,68.60809039,2.640742299,4,2,4,-0.061519851,0,4,50.40008662,3,3,2,4,5,4,49,0,12,1,0,6,1,0
572,0,1,55.39186275,0.034673915,5,5,5,0.696063241,0,4,25,4,5,2,5,5,1,30,1,21,1,0,8,0,1
573,0,1,56.00778634,1.793581818,2,1,2,0.361114103,1,5,NA,4,5,3,4,5,1,82,1,16,1,0,4,1,0
574,1,1,50,3.423315842,4,4,4,0.696063241,0,2,25,3,3,3,3,3,3,22,0,1,0,1,6,0,1
575,0,1,69.1987547,-0.211596374,4,4,4,0.026164965,0,5,50,3,2,4,3,4,4,42,1,20,1,0,7,0,1
576,1,1,68.58283111,0.293021671,1,1,5,1.118697195,NA,5,100,3,1,3,4,4,4,61,1,11,1,0,7,1,0
577,0,1,56.90232928,-0.522453602,2,2,3,-0.396468989,0,4,42.03935624,3,2,2,2,4,5,23,0,1,0,0,6,0,1
578,1,1,56.36441693,0.635564108,4,3,3,0.361114103,0,3,16.8804085,3,4,2,3,4,4,72,1,9,1,0,6,0,1
579,0,1,87.16566223,-0.994169917,2,1,3,-0.819102943,NA,5,58.36073039,4,4,3,5,5,5,50,1,5,0,1,2,0,0
580,1,1,37.80684509,-0.994169917,3,4,4,-0.396468989,0,4,0,3,2,1,2,4,3,24,1,20,1,0,6,0,1
581,1,1,81.36441693,1.41813765,3,2,3,-0.061519851,1,1,83.1195915,3,4,3,4,5,5,86,1,14,1,0,5,1,0
582,1,1,31.36441693,-0.994169917,3,2,3,-0.061519851,0,4,41.63926961,3,2,1,2,3,3,70,1,5,0,0,6,1,0
583,1,1,25.56317163,1.236454301,3,2,2,-0.396468989,0,3,16.8804085,3,2,1,1,3,3,34,1,21,0,0,7,0,0
584,0,1,30.28859223,2.265298132,3,3,4,0.696063241,0,5,50.64122551,4,3,1,4,3,1,48,1,8,1,0,2,0,1
585,0,1,37.14040295,-0.457866663,3,3,3,-1.154052081,0,3,41.8804085,4,3,2,3,2,3,36,1,1,1,0,6,0,0
586,0,1,62.78158581,1.48272459,4,4,4,0.361114103,0,5,33.51967812,3,2,3,3,4,4,51,1,19,1,0,6,0,0
587,0,1,62.72883385,1.41813765,4,4,4,0.361114103,0,2,33.51967812,4,4,1,3,5,5,52,1,21,1,0,6,0,1
588,0,1,62.72883385,0.389293819,2,1,3,-0.061519851,0,3,58.91976474,3,3,1,3,5,5,34,1,4,0,1,2,1,0
589,0,1,37.26893274,-0.393279724,2,1,3,-0.396468989,0,3,50.40008662,4,1,1,3,4,2,19,0,5,0,1,2,0,0
590,1,1,56.33915765,-2.87017423,4,4,5,-0.484153805,0,3,24.59991338,2,2,3,3,3,4,19,1,1,0,0,1,0,0
591,1,1,81.36441693,1.48272459,1,1,4,-0.396468989,0,4,67.03935624,3,3,3,4,5,5,39,1,21,1,0,6,1,0
592,1,1,80.74849334,1.793581818,1,1,1,-0.484153805,0,2,100,4,5,2,5,5,5,57,1,8,1,0,2,1,0
593,0,1,93.58283111,1.728994878,4,2,2,-0.061519851,1,5,58.91976474,4,5,4,5,5,5,76,1,9,1,0,3,1,0
594,1,1,87.75632653,-2.333870976,2,3,2,0.361114103,NA,3,83.1195915,4,4,5,4,4,5,36,1,1,1,0,4,1,0
595,1,1,68.58283111,0.635564108,2,2,2,-0.396468989,1,5,83.51967812,3,4,3,4,4,4,68,1,3,1,0,5,1,0
596,0,1,44.14600274,1.643583676,5,4,4,0.273429287,0,4,0,4,3,1,2,4,4,28,1,16,0,0,8,1,0
597,1,1,100,0.034673915,5,5,5,0.783748057,1,5,66.63926961,4,5,5,5,5,5,35,1,23,1,0,8,0,1
598,1,1,100,-0.683312689,4,3,2,-1.154052081,1,1,100,4,1,5,5,5,5,60,1,11,0,0,8,0,0
599,0,1,100,3.423315842,1,1,3,0.783748057,1,5,91.63926961,4,5,5,5,5,5,84,1,7,1,0,6,1,0
600,1,1,74.33132445,2.57615536,3,1,1,1.118697195,1,5,100,4,5,1,5,5,5,80,1,20,1,0,4,1,0
601,0,1,49.84397752,1.41813765,2,1,3,0.026164965,0,4,100,4,5,1,3,3,5,72,1,13,1,0,4,1,0
602,0,1,61.54973864,1.48272459,3,3,2,-0.484153805,0,4,67.03935624,4,5,1,5,4,4,67,1,1,0,1,2,0,1
603,0,1,81.36441693,3.423315842,4,3,4,0.361114103,0,2,100,4,5,3,4,5,5,78,1,12,1,0,7,1,0
604,1,1,74.94724804,2.265298132,2,4,1,-0.061519851,0,4,67.03935624,3,3,2,4,5,5,53,0,13,0,0,5,0,1
605,0,1,75.56317163,-1.465886232,3,3,4,-0.731418127,0,3,25.15894773,4,5,3,3,5,5,69,0,14,1,0,6,0,1
606,0,1,68.58283111,2.265298132,4,2,2,0.361114103,0,5,100,4,3,3,4,4,4,50,0,12,1,0,7,1,0
