,denial,adversary,esca_scaled,MA_scaled,GovTrust,NewsTrust,IntTrust,NC_scaled,Military.Service,Read.FP,reputation_scaled,ambiguity,insulting,war,airstrike,sanctions,diplomacy,age,male,hhi,white,black,education,republican,democrat
197,0,1,51.12634326,-3.717334712,2,2,3,-1.154052081,0,3,50.15894773,4,1,1,1,5,5,31,0,19,1,0,6,0,1
198,0,1,37.60030406,0.861010134,3,3,2,-0.396468989,0,2,41.63926961,3,1,1,2,2,5,66,0,9,1,0,7,0,1
199,1,1,50.48516039,-0.929582978,2,3,3,-0.819102943,0,5,42.03935624,3,2,1,2,4,5,53,0,5,1,0,6,0,1
200,0,1,50.58843091,1.48272459,1,1,2,1.118697195,1,4,75.64122551,3,4,1,2,5,4,22,0,1,1,0,4,1,0
201,1,1,25.45990111,1.48272459,2,2,3,-0.396468989,0,3,50,3,3,1,1,2,4,39,0,15,1,0,6,0,0
202,1,1,62.72883385,3.423315842,3,2,3,0.026164965,0,4,83.76081701,3,3,1,3,5,5,83,0,6,1,0,7,1,0
203,0,1,50,-0.457866663,3,4,3,-0.396468989,0,1,8.119591496,4,3,3,3,3,3,18,0,1,0,1,2,0,0
204,0,1,75.56317163,3.423315842,1,1,2,-0.396468989,0,4,100,3,4,3,3,5,5,29,0,13,1,0,6,1,0
205,1,1,19.12074346,-0.522453602,2,2,3,-0.396468989,0,4,NA,2,2,1,1,2,3,25,0,11,1,0,4,0,0
206,0,1,56.36441693,1.954440904,4,3,1,0.361114103,0,1,25.55903436,4,2,2,3,4,4,52,0,6,0,1,5,0,1
207,1,1,50.02525928,1.547311529,3,1,3,-0.396468989,0,4,58.36073039,3,4,2,3,4,3,35,0,19,1,0,6,1,0
208,0,1,0,-4.02819194,1,2,4,0.448798918,0,3,0,3,1,1,1,1,1,62,0,1,0,1,6,0,0
209,1,1,50.48516039,1.48272459,4,5,4,0.026164965,0,4,75,3,3,1,2,4,5,65,0,4,1,0,4,0,1
210,0,1,51.12634326,-1.77674346,4,2,2,-0.819102943,0,4,16.48032188,3,4,1,1,5,5,26,0,9,1,0,7,0,1
211,0,1,43.47956059,-2.463044855,4,2,4,-0.396468989,0,1,33.36073039,4,2,2,3,2,4,19,1,3,0,0,2,0,0
212,0,1,93.58283111,1.793581818,4,2,1,-0.061519851,0,3,100,4,5,4,5,5,5,42,0,3,1,0,4,0,1
213,1,1,25.56317163,-2.087600688,3,3,3,-0.061519851,0,3,33.51967812,3,2,1,1,3,3,36,0,10,1,0,6,0,1
214,1,1,6.339157648,-2.87017423,2,2,4,-1.154052081,0,2,58.51967812,3,2,1,1,1,2,26,0,5,1,0,4,0,1
215,1,1,6.339157648,-4.339049168,2,2,3,-0.396468989,0,4,0,2,1,1,1,1,2,35,0,1,1,0,4,0,1
216,1,1,12.78158581,3.112458614,2,2,4,-0.061519851,0,3,57.96064376,3,1,1,1,2,2,25,0,1,0,0,3,0,0
217,1,1,62.19092151,-0.211596374,4,2,2,0.696063241,0,4,50.15894773,3,2,1,4,5,4,72,1,21,1,0,2,0,0
218,0,1,56.90232928,0.861010134,2,2,2,-0.061519851,0,3,58.76081701,4,4,2,2,4,5,42,0,21,1,0,6,1,0
219,0,1,19.1987547,-0.147009435,4,3,3,-0.061519851,0,1,65.92128753,4,4,2,1,2,2,34,0,1,0,0,2,0,1
220,1,1,69.22401398,2.640742299,1,1,3,0.361114103,0,4,66.72146077,3,5,3,3,5,4,28,0,11,1,0,2,1,0
221,0,1,62.78158581,1.48272459,2,1,3,0.273429287,0,3,91.8804085,3,5,3,3,4,4,40,0,19,1,0,7,1,0
222,1,1,50.56317163,0.099260854,1,2,3,-0.819102943,0,5,83.51967812,3,4,2,2,4,4,31,0,1,0,0,4,0,0
223,0,1,56.90232928,1.48272459,4,4,5,-0.061519851,1,3,25.40008662,4,3,2,2,4,5,52,0,1,1,0,2,0,1
224,0,1,62.16566223,2.329885071,4,2,1,0.696063241,0,4,74.75886111,4,4,2,4,4,4,59,0,12,1,0,2,1,0
225,0,1,74.94724804,1.48272459,4,1,3,-0.061519851,0,3,100,4,4,2,4,5,5,49,0,16,1,0,3,0,0
226,1,1,24.92198876,-1.926741601,1,1,3,0.361114103,0,1,0,2,3,1,2,2,3,37,0,12,0,0,6,0,1
227,1,1,37.16566223,-1.615884373,4,2,3,-0.396468989,0,4,41.48032188,3,3,1,3,3,3,22,0,6,0,0,2,0,0
228,0,1,62.78158581,-0.211596374,4,4,4,-0.396468989,0,1,50.40008662,4,4,3,3,4,4,56,0,14,0,0,2,0,1
229,0,1,100,3.112458614,1,1,1,0.696063241,0,3,16.72146077,4,3,5,5,5,5,61,0,6,1,0,1,1,0
230,1,1,100,3.423315842,4,3,3,1.118697195,1,5,100,4,5,5,5,5,5,54,1,19,1,0,7,1,0
231,1,1,31.90232928,0.013849652,2,2,1,-0.484153805,0,4,42.12154739,3,1,1,1,3,4,52,0,20,1,0,6,0,0
232,0,1,37.80684509,0.635564108,1,1,1,0.448798918,0,5,83.51967812,4,5,1,2,4,3,64,0,10,1,0,4,1,0
233,1,1,56.92758855,-2.398457916,2,2,4,-0.061519851,0,4,66.8804085,3,4,1,2,5,5,35,0,15,0,0,6,1,0
234,0,1,51.12634326,-3.095620256,3,4,4,-0.396468989,0,4,58.51967812,3,3,1,1,5,5,74,0,13,1,0,7,1,0
235,0,1,69.14600274,0.570977168,1,1,4,0.361114103,0,5,83.51967812,3,3,2,3,5,5,25,1,16,1,0,3,1,0
236,0,1,62.80684509,-0.83331083,4,2,2,-0.061519851,0,5,66.48032188,4,4,2,3,5,4,65,0,4,1,0,4,0,1
237,0,1,62.19092151,-2.623903942,2,2,4,-0.484153805,0,4,74.59991338,3,2,1,4,5,4,36,0,6,1,0,4,1,0
238,1,1,62.78158581,-0.147009435,1,2,3,-0.819102943,0,3,50.40008662,3,3,3,3,4,4,30,0,4,1,0,4,0,1
239,1,1,74.94724804,3.112458614,4,4,4,-0.061519851,0,4,67.03935624,3,5,2,4,5,5,69,0,18,1,0,5,0,1
240,1,1,81.44242817,0.635564108,1,1,1,-0.819102943,0,4,67.03935624,3,4,4,4,5,4,42,0,20,1,0,5,1,0
241,0,1,50,-0.457866663,3,3,3,0.026164965,0,1,83.76081701,3,3,3,3,3,3,26,1,6,1,0,2,0,0
242,1,1,31.49518013,-0.929582978,2,1,2,-0.061519851,0,4,17.03935624,2,2,4,2,2,1,35,0,19,0,0,7,0,0
243,0,1,93.58283111,3.423315842,4,2,2,0.273429287,0,3,100,4,4,4,5,5,5,77,1,4,1,0,4,0,0
244,1,1,0,-3.406477484,4,1,3,-0.396468989,0,4,16.8804085,2,1,1,1,1,1,21,0,1,1,0,4,0,1
245,1,1,12.78158581,-1.77674346,2,2,4,0.026164965,0,4,0,2,1,1,1,2,2,32,0,4,1,0,6,0,0
246,1,1,75.56317163,2.329885071,3,3,3,0.361114103,0,2,83.1195915,3,4,3,3,5,5,71,1,2,0,1,4,0,1
247,0,1,87.16566223,3.112458614,1,1,3,0.361114103,0,4,50.31789547,3,4,3,5,5,5,63,0,7,1,0,6,1,0
248,0,1,44.04273222,-2.559317002,1,1,1,-0.396468989,0,1,91.8804085,4,3,1,2,3,5,32,0,1,1,0,5,0,1
249,1,1,25.56317163,-1.77674346,4,4,3,-0.061519851,0,2,0,3,1,1,1,3,3,53,0,6,0,0,4,0,0
250,0,1,68.60809039,-1.551297434,1,1,3,0.026164965,0,3,91.63926961,3,2,2,4,5,4,45,0,8,0,0,4,0,0
251,0,1,50.48516039,-0.994169917,5,3,4,-0.396468989,0,2,58.1195915,4,3,1,2,4,5,27,0,4,1,0,6,0,1
252,0,1,0,-0.082422496,4,4,4,1.118697195,0,2,83.51967812,4,5,1,1,1,1,62,0,9,1,0,2,1,0
253,0,1,62.21841419,0.099260854,1,1,1,-0.061519851,0,1,91.48032188,3,2,4,4,3,3,55,0,3,1,0,2,0,0
254,0,1,69.14600274,-2.559317002,2,2,3,-0.396468989,0,5,50,4,5,2,3,5,5,30,1,7,1,0,4,1,0
255,1,1,50,0.389293819,4,4,3,0.026164965,0,3,41.8804085,3,3,3,3,3,3,21,0,1,1,0,2,0,0
256,1,1,12.78158581,0.099260854,2,4,4,-0.819102943,NA,2,41.63926961,3,1,1,1,2,2,28,0,7,0,1,2,0,0
257,0,1,38.34475744,-4.02819194,3,2,4,-0.819102943,0,4,33.76081701,3,1,1,1,4,4,28,0,18,1,0,6,0,1
258,1,1,25.66644215,-3.181031458,4,4,4,-0.396468989,0,4,42.03935624,3,2,1,1,4,2,46,0,19,1,0,7,0,1
259,0,1,74.94724804,-0.147009435,3,3,3,0.026164965,0,5,67.03935624,4,4,2,4,5,5,76,0,11,1,0,7,0,1
260,0,1,50.56317163,1.48272459,3,2,3,0.361114103,0,4,58.51967812,4,3,2,2,4,4,46,0,10,0,0,6,0,0
261,0,1,0,-2.87017423,2,2,3,-0.396468989,0,3,75,1,1,1,1,1,1,22,0,NA,0,1,5,0,0
262,1,1,31.44242817,-0.147009435,2,2,3,-0.396468989,0,1,41.48032188,4,2,2,2,3,2,38,0,8,1,0,5,0,1
263,1,1,0,1.48272459,3,3,2,0.361114103,0,5,83.51967812,3,4,1,1,1,1,50,0,1,1,0,4,0,1
264,0,1,56.92758855,-1.615884373,3,2,3,-0.396468989,0,1,33.1195915,4,3,1,2,5,5,49,1,12,1,0,4,1,0
265,1,1,50.53791235,2.57615536,4,1,1,0.361114103,0,3,33.76081701,3,2,3,2,3,4,45,0,1,1,0,1,1,0
266,0,1,0,-1.77674346,1,1,1,-0.061519851,0,1,58.36073039,4,2,1,1,1,1,35,0,12,1,0,2,0,0
267,1,1,50.56317163,-1.615884373,4,4,2,-0.484153805,0,5,49.75886111,3,3,2,2,4,4,42,0,20,1,0,7,0,1
268,1,1,62.19092151,-0.211596374,4,2,2,0.696063241,0,4,66.63926961,3,4,1,4,5,4,72,0,9,1,0,7,0,1
269,0,1,37.88485633,-1.77674346,2,1,4,-0.396468989,0,2,50.24113889,3,3,2,2,4,2,35,0,23,1,0,6,0,0
270,1,1,50,-0.457866663,1,1,2,-0.061519851,1,1,50,3,3,3,3,3,3,33,0,11,1,0,4,0,0
271,1,1,38.34475744,-2.709315144,2,1,3,-0.396468989,0,1,75,3,3,1,1,4,4,27,0,12,0,0,7,0,0
272,0,1,56.36441693,-1.615884373,4,4,4,0.361114103,0,2,75,4,1,2,3,4,4,63,0,15,0,0,8,0,1
273,0,1,25.66644215,1.48272459,1,1,2,-0.396468989,0,1,50.24113889,4,3,1,1,4,2,20,0,1,1,0,4,1,0
274,0,1,81.36441693,3.423315842,4,3,4,0.361114103,0,2,91.8804085,4,5,3,4,5,5,54,0,16,0,0,6,0,0
275,0,1,56.92758855,3.423315842,2,1,2,0.696063241,0,4,75.15894773,4,5,1,2,5,5,38,0,19,1,0,4,1,0
276,1,1,31.46768745,-0.61872575,1,1,4,0.696063241,1,3,33.51967812,2,3,1,2,4,2,60,1,6,1,0,1,1,0
277,0,1,74.94724804,-2.623903942,4,3,4,0.361114103,0,3,8.119591496,4,5,2,4,5,5,70,0,3,1,0,3,0,1
278,1,1,12.78158581,-1.77674346,2,2,2,-0.061519851,0,1,50,3,3,1,1,2,2,33,0,16,0,0,4,1,0
279,1,1,56.44242817,1.793581818,3,2,2,-0.396468989,0,3,75,3,4,3,3,4,3,49,0,10,1,0,4,1,0
280,0,1,69.22401398,-0.082422496,2,2,3,-0.061519851,0,3,75,3,4,3,3,5,4,25,0,20,1,0,6,1,0
281,1,1,56.28640569,2.265298132,1,1,2,0.361114103,0,5,58.36073039,3,3,1,3,4,5,65,0,9,0,0,5,1,0
282,0,1,56.92758855,-0.082422496,2,2,4,0.361114103,0,3,58.76081701,4,2,1,2,5,5,39,0,13,1,0,6,0,1
283,1,1,31.46768745,-0.83331083,4,1,1,-0.396468989,0,4,66.8804085,3,3,1,2,4,2,24,0,1,0,0,4,0,1
284,1,1,37.70357457,1.48272459,4,2,4,-0.061519851,0,3,8.519678118,3,2,1,2,3,4,24,0,19,1,0,6,1,0
285,1,1,18.58283111,0.635564108,4,4,2,-0.061519851,0,3,66.63926961,3,3,1,2,2,2,35,0,14,0,0,6,0,0
286,1,1,31.44242817,1.793581818,1,1,3,-0.396468989,1,1,100,3,4,2,2,3,2,31,0,6,1,0,4,1,0
287,0,1,37.80684509,-0.457866663,4,2,4,0.361114103,0,2,8.519678118,4,3,1,2,4,3,39,0,15,1,0,2,0,0
288,1,1,25.45990111,-3.181031458,1,1,2,-1.154052081,0,4,0,3,1,1,1,2,4,29,0,7,1,0,6,0,1
289,0,1,12.78158581,-3.406477484,3,3,3,-1.154052081,0,5,24.75886111,3,1,1,1,2,2,19,0,1,0,0,4,0,1
290,1,1,37.78158581,-1.77674346,2,2,3,-0.396468989,0,4,16.8804085,3,3,2,2,3,3,26,0,6,1,0,4,0,1
291,0,1,62.72883385,1.48272459,4,4,4,0.361114103,0,5,34.07871247,4,4,1,3,5,5,76,0,5,1,0,4,0,1
292,0,1,68.53007915,2.57615536,4,1,2,0.361114103,0,5,83.51967812,4,5,1,4,5,5,68,0,14,1,0,8,0,0
293,1,1,81.36441693,-0.929582978,3,2,3,-0.061519851,1,4,58.51967812,3,3,3,4,5,5,38,0,2,1,0,1,0,1
294,1,1,50.56317163,0.635564108,2,2,2,-0.396468989,0,4,50,3,2,2,2,4,4,42,0,15,1,0,4,1,0
295,0,1,100,3.423315842,4,4,2,0.696063241,0,4,74.75886111,4,4,5,5,5,5,53,0,1,1,0,2,1,0
296,0,1,75.64118287,-2.623903942,2,2,4,-0.819102943,0,4,83.1195915,4,3,4,3,5,4,43,0,6,1,0,6,0,1
297,1,1,62.14040295,2.17988693,NA,NA,NA,0.696063241,0,5,66.63926961,4,4,3,4,3,4,32,1,22,1,0,7,0,1
298,0,1,56.28640569,1.011008275,2,2,4,-0.731418127,0,3,82.96064376,4,1,1,3,4,5,39,0,19,1,0,6,1,0
299,1,1,37.16566223,1.41813765,3,1,3,0.361114103,0,4,25,3,2,1,3,3,3,61,0,3,1,0,6,1,0
300,0,1,81.36441693,-0.082422496,4,4,4,0.273429287,1,4,41.8804085,3,2,3,4,5,5,43,1,18,1,0,8,0,1
301,0,1,43.47956059,-2.87017423,2,2,3,-0.819102943,0,5,50.55903436,3,1,2,3,2,4,37,0,6,1,0,6,0,1
302,1,1,12.78158581,-1.77674346,3,2,4,-0.396468989,0,2,41.48032188,2,3,1,1,2,2,21,0,1,1,0,2,0,1
303,0,1,62.78158581,2.57615536,4,3,2,1.118697195,0,3,67.03935624,4,5,3,3,4,4,53,0,11,1,0,4,1,0
304,1,1,80.8012453,0.946421336,4,3,4,-0.061519851,0,2,83.36073039,3,5,4,5,4,4,37,1,6,1,0,1,0,0
305,1,1,50.02525928,0.570977168,5,4,5,0.696063241,0,4,16.8804085,3,3,2,3,4,3,51,0,10,1,0,5,0,1
306,0,1,56.92758855,-2.398457916,4,4,4,-0.731418127,0,4,33.51967812,4,2,1,2,5,5,32,1,19,1,0,6,0,1
307,0,1,31.36441693,1.171867362,3,3,4,-0.061519851,0,1,41.48032188,3,2,1,2,3,3,24,0,8,1,0,2,1,0
308,1,1,49.40933569,-0.994169917,3,3,4,0.361114103,0,4,34.07871247,3,5,1,4,4,3,58,0,21,1,0,2,1,0
309,0,1,87.16566223,-0.994169917,3,3,3,0.026164965,NA,5,100,4,5,3,5,5,5,71,0,14,1,0,2,0,1
310,0,1,51.12634326,-2.709315144,3,3,3,0.696063241,0,4,91.8804085,4,5,1,1,5,5,28,0,1,0,0,6,0,1
311,0,1,19.12074346,-3.245618398,2,1,4,0.361114103,0,4,50.24113889,3,2,1,1,2,3,22,0,2,1,0,4,0,0
312,1,1,25.56317163,-1.615884373,2,2,2,-0.061519851,0,5,33.51967812,3,3,1,1,3,3,62,0,5,1,0,2,0,1
313,1,1,NA,-0.83331083,2,2,2,-0.396468989,0,4,33.76081701,3,3,NA,1,4,2,65,0,1,0,0,6,0,1
314,1,1,51.12634326,2.265298132,4,1,3,0.696063241,0,4,58.91976474,3,5,1,1,5,5,61,0,18,1,0,6,1,0
315,0,1,69.22401398,1.48272459,3,2,1,0.361114103,0,2,100,4,4,3,3,5,4,45,0,2,1,0,4,1,0
316,0,1,62.72883385,-1.551297434,1,1,3,-0.396468989,0,2,8.519678118,3,1,1,3,5,5,42,1,12,1,0,3,0,1
317,1,1,100,3.112458614,1,1,1,-1.154052081,NA,2,100,4,5,5,5,5,5,36,0,3,0,0,4,0,0
318,1,1,31.36441693,-0.147009435,2,2,3,0.273429287,0,4,58.36073039,3,2,1,2,3,3,41,0,7,0,1,7,0,0
319,0,1,81.36441693,2.57615536,2,1,3,0.273429287,0,1,50,3,3,3,4,5,5,52,0,4,0,1,4,1,0
320,1,1,37.16566223,-1.862154662,3,3,4,0.361114103,0,5,25.40008662,2,1,1,3,3,3,73,0,16,1,0,7,0,1
321,0,1,37.80684509,-0.994169917,2,1,3,-0.396468989,0,2,66.8804085,4,3,1,2,4,3,22,0,1,1,0,2,0,0
322,0,1,100,1.728994878,3,2,2,0.696063241,0,4,83.76081701,4,5,5,5,5,5,39,0,1,0,1,5,0,1
323,1,1,37.70357457,-0.522453602,4,2,3,0.361114103,1,5,16.48032188,3,1,1,2,3,4,75,1,3,1,0,3,1,0
324,0,1,19.3272845,-0.147009435,1,1,2,0.026164965,0,3,66.8804085,4,4,1,1,4,1,27,0,5,1,0,2,0,0
325,0,1,69.14600274,-1.486710495,4,4,3,-0.061519851,0,4,75,4,4,2,3,5,5,64,0,12,1,0,6,0,1
326,1,1,12.78158581,-1.77674346,1,1,2,-0.731418127,0,4,16.8804085,3,2,1,1,2,2,21,0,1,1,0,2,0,1
327,0,1,80.87925654,1.793581818,3,3,1,0.361114103,0,4,66.48032188,4,2,5,5,4,3,71,1,4,1,0,2,1,0
328,0,1,56.92758855,-0.211596374,4,4,4,-0.484153805,0,4,42.19830397,3,1,1,2,5,5,60,0,19,0,0,7,0,1
329,1,1,37.78158581,-0.211596374,2,1,4,0.783748057,0,3,33.91976474,3,4,2,2,3,3,73,0,3,1,0,2,1,0
330,0,1,49.94724804,-1.926741601,3,2,3,-0.396468989,0,4,0,3,2,1,3,4,4,18,0,NA,1,0,2,0,1
331,1,1,44.78718561,-1.99132854,4,2,3,0.696063241,0,3,50.64122551,3,5,1,1,5,4,31,0,9,0,0,7,0,1
332,1,1,38.34475744,-3.245618398,1,1,4,-0.819102943,0,5,24.84105227,3,3,1,1,4,4,27,0,19,1,0,6,0,1
333,1,1,44.14600274,-0.83331083,1,2,5,-0.819102943,0,3,83.36073039,3,1,1,2,4,4,20,0,2,0,0,4,0,1
334,0,1,55.90451582,-2.087600688,1,1,2,-0.061519851,0,2,42.03935624,3,4,3,4,4,2,49,0,7,0,1,4,0,0
335,1,1,25.45990111,1.793581818,2,1,3,-0.396468989,0,4,41.48032188,3,3,1,1,2,4,47,0,14,1,0,6,1,0
336,0,1,50.58843091,2.019027844,3,2,3,0.696063241,0,4,50,4,4,1,2,5,4,62,0,9,1,0,4,0,1
337,0,1,68.66084235,-0.082422496,1,1,2,-0.396468989,0,2,24.59991338,4,3,4,4,4,3,25,0,5,1,0,4,1,0
338,1,1,37.80684509,-0.147009435,2,2,2,0.361114103,0,5,8.360730385,3,2,1,2,4,3,39,0,21,1,0,6,1,0
339,1,1,0,0.570977168,2,1,1,-0.484153805,0,1,33.36073039,2,3,1,1,1,1,45,0,12,1,0,5,0,1
340,0,1,93.55757183,3.423315842,2,1,1,1.118697195,1,5,67.52163401,4,5,5,5,4,5,29,1,4,1,0,2,0,0
341,0,1,74.94724804,0.389293819,4,3,4,0.026164965,NA,3,58.76081701,4,2,2,4,5,5,25,1,9,1,0,3,1,0
342,0,1,55.72323406,-0.211596374,2,1,3,0.361114103,0,3,58.51967812,4,2,2,4,3,4,20,0,4,1,0,3,1,0
343,1,1,12.78158581,-1.01499418,1,1,4,0.273429287,0,2,17.03935624,3,1,1,1,2,2,64,0,3,1,0,5,1,0
344,1,1,18.58283111,-4.02819194,2,2,4,-1.154052081,0,5,8.360730385,3,2,1,2,2,2,25,0,13,1,0,6,0,1
345,0,1,31.90232928,-1.712156521,2,2,3,-0.396468989,0,2,32.96064376,3,4,1,1,3,4,22,0,1,1,0,2,0,1
346,1,1,0,-0.457866663,4,4,2,0.361114103,0,2,42.19830397,4,1,1,1,1,1,40,0,7,0,0,6,1,0
347,1,1,0,0.099260854,4,4,3,0.026164965,0,2,33.51967812,3,1,1,1,1,1,67,0,6,1,0,4,1,0
348,1,1,62.78158581,0.389293819,4,4,3,0.361114103,0,4,50.40008662,3,4,3,3,4,4,47,1,5,0,1,5,0,1
349,0,1,6.339157648,-1.712156521,2,2,4,-0.731418127,0,4,8.519678118,3,1,1,1,1,2,26,0,24,1,0,6,0,1
350,0,1,56.92758855,-0.929582978,2,2,3,-0.396468989,0,5,33.91976474,4,3,1,2,5,5,65,0,13,1,0,8,0,0
351,1,1,56.92758855,-0.994169917,3,2,2,0.026164965,0,2,50.80017324,3,3,1,2,5,5,67,0,7,1,0,5,0,1
352,1,1,50.56317163,-1.77674346,4,2,4,0.026164965,0,1,25,3,2,2,2,4,4,37,0,12,1,0,6,1,0
353,1,1,50,-2.398457916,2,2,3,-1.154052081,0,4,0,2,1,3,3,3,3,37,0,20,1,0,7,0,1
354,0,1,69.12074346,1.48272459,3,4,4,-0.061519851,0,3,83.36073039,4,4,3,3,4,5,26,0,10,1,0,6,1,0
355,0,1,100,3.423315842,4,1,3,0.696063241,0,5,75.40008662,4,5,5,5,5,5,73,0,8,1,0,6,1,0
356,0,1,19.12074346,-0.994169917,3,3,3,-0.819102943,0,4,24.35877449,3,1,1,1,2,3,22,0,9,0,0,2,0,1
357,0,1,44.04273222,-0.994169917,3,3,2,0.026164965,0,3,41.8804085,3,4,1,2,3,5,65,1,4,1,0,6,0,1
358,1,1,50,-0.211596374,1,1,2,-0.396468989,0,3,41.8804085,3,4,3,3,3,3,51,0,8,0,1,5,0,1
359,1,1,44.78718561,-2.623903942,3,2,4,0.361114103,0,3,50.48227778,3,5,1,1,5,4,39,1,4,1,0,4,0,1
360,0,1,0,-1.99132854,4,3,4,-0.061519851,0,4,33.36073039,4,5,1,1,1,1,24,1,13,1,0,2,0,0
361,0,1,50.64118287,0.700151047,2,1,3,0.361114103,0,2,83.1195915,4,5,3,2,4,3,42,0,1,1,0,4,0,0
362,0,1,24.92198876,-4.02819194,1,3,3,-1.154052081,0,4,33.51967812,3,1,1,2,2,3,27,0,6,1,0,6,0,1
363,1,1,44.12074346,-0.994169917,3,3,2,0.026164965,1,2,50.15894773,3,4,2,2,3,4,70,1,3,1,0,2,1,0
364,1,1,56.36441693,-0.211596374,3,2,2,0.361114103,0,3,50.80017324,3,4,2,3,4,4,47,1,4,1,0,1,0,0
365,1,1,50,0.163847793,3,3,3,-0.396468989,0,1,100,3,2,3,3,3,3,35,0,1,1,0,2,1,0
366,0,1,38.34475744,0.861010134,2,3,4,0.026164965,0,4,41.63926961,4,3,1,1,4,4,63,0,4,1,0,6,0,1
367,0,1,87.78158581,0.570977168,4,2,4,0.361114103,1,4,91.48032188,4,5,4,4,5,5,73,1,4,1,0,1,1,0
368,0,1,74.94724804,1.48272459,2,2,4,-0.061519851,0,3,41.8804085,4,5,2,4,5,5,46,0,1,1,0,2,0,0
369,1,1,50,0.635564108,4,3,1,0.696063241,0,1,50,3,5,3,3,3,3,43,0,8,0,1,4,0,1
370,0,1,62.08765099,-1.77674346,2,2,4,-0.819102943,0,3,42.43944286,3,1,1,4,4,5,43,0,23,1,0,7,0,1
371,0,1,87.16566223,-0.211596374,4,4,4,0.361114103,1,5,58.91976474,3,4,3,5,5,5,75,1,19,1,0,6,0,1
372,1,1,43.60809039,-2.559317002,3,3,4,-0.396468989,0,2,58.36073039,3,3,1,3,4,3,40,0,9,0,0,5,0,1
373,1,1,50.48516039,-2.398457916,2,2,2,-0.061519851,0,3,33.91976474,3,4,1,2,4,5,36,0,21,1,0,7,0,1
374,1,1,25.56317163,-0.864996039,1,3,3,-0.061519851,0,4,50,3,3,1,1,3,3,25,0,1,0,1,2,0,1
375,1,1,37.78158581,1.48272459,3,1,3,0.361114103,0,1,33.36073039,2,2,2,2,3,3,33,0,9,1,0,5,0,0
376,0,1,80.74849334,-0.211596374,2,2,2,-0.819102943,1,5,100,4,5,2,5,5,5,51,0,6,1,0,5,0,1
377,1,1,50,-0.704136952,2,1,4,0.361114103,0,1,8.360730385,2,1,3,3,3,3,28,0,1,0,0,4,1,0
378,0,1,44.12074346,-2.623903942,3,1,4,-0.819102943,0,4,16.48032188,4,1,2,2,3,4,21,0,11,1,0,4,0,1
379,0,1,87.16566223,0.32470688,4,2,4,-0.308784174,0,2,50.24113889,3,3,3,5,5,5,67,1,9,1,0,6,0,1
380,0,1,62.78158581,1.41813765,3,2,2,0.361114103,0,1,58.36073039,3,4,3,3,4,4,60,0,3,1,0,6,1,0
381,1,1,18.58283111,-0.929582978,3,2,2,-0.396468989,0,4,33.76081701,2,3,1,2,2,2,33,0,21,1,0,6,0,1
382,0,1,25.43464183,-2.93476117,3,3,4,-1.154052081,0,4,33.1195915,4,2,2,1,1,4,20,0,1,1,0,5,0,0
383,1,1,31.90232928,-4.02819194,2,1,3,-0.819102943,0,1,66.39813073,3,1,1,1,3,4,23,0,3,1,0,2,0,1
384,0,1,81.98034051,0.796423194,3,3,3,0.361114103,0,1,75.40008662,4,5,4,3,5,5,40,0,9,1,0,2,0,0
385,1,1,50.02525928,1.48272459,1,1,1,0.696063241,0,5,83.76081701,3,1,2,3,4,3,70,1,9,0,1,7,1,0
386,0,1,62.72883385,-1.058756856,2,2,4,0.361114103,0,3,33.76081701,4,5,1,3,5,5,67,0,4,1,0,2,0,0
387,0,1,62.78158581,2.57615536,3,1,3,0.696063241,0,1,16.48032188,4,2,3,3,4,4,70,1,9,1,0,4,1,0
388,0,1,93.55757183,-0.929582978,2,2,3,0.361114103,0,4,58.51967812,4,4,5,5,4,5,39,0,15,1,0,5,1,0
389,0,1,80.74849334,-2.313046714,2,2,4,-0.396468989,0,5,83.27853923,4,4,2,5,5,5,45,0,23,1,0,6,0,1
390,1,1,80.74849334,2.17988693,5,5,5,0.783748057,0,5,75,4,5,2,5,5,5,35,1,19,1,0,8,0,1
391,0,1,50,-0.457866663,2,2,3,0.361114103,0,4,50,4,5,3,3,3,3,48,0,4,1,0,5,0,1
392,1,1,18.55757183,2.57615536,2,1,4,-0.396468989,0,4,58.51967812,3,4,2,2,1,2,53,0,12,1,0,4,1,0
393,1,1,12.78158581,-2.398457916,2,2,3,-0.396468989,0,1,25.40008662,3,3,1,1,2,2,23,0,2,1,0,5,0,1
394,1,1,57.00559979,1.793581818,4,2,3,0.696063241,0,4,100,3,4,2,2,5,4,32,0,4,0,0,7,0,0
395,0,1,37.16566223,-1.77674346,2,4,3,0.361114103,0,2,41.8804085,3,3,1,3,3,3,51,0,12,0,0,5,1,0
396,0,1,100,2.57615536,1,1,2,-0.484153805,1,5,100,4,5,5,5,5,5,35,1,12,1,0,4,1,0
397,1,1,81.36441693,0.635564108,4,2,1,0.361114103,0,5,25.55903436,4,4,3,4,5,5,71,0,10,1,0,4,0,1
398,1,1,19.12074346,-0.704136952,2,1,1,-0.731418127,0,2,49.75886111,2,5,1,1,2,3,33,0,5,0,0,4,0,0
399,1,1,87.24367347,2.640742299,2,1,4,0.361114103,0,3,75,3,5,4,5,5,4,60,0,5,1,0,4,1,0
400,1,1,25.66644215,-0.050737287,4,2,2,0.361114103,0,5,83.51967812,3,4,1,1,4,2,74,0,9,1,0,5,0,1
